panID	best_hit_s288c	type	Note
4693-YIR035C	YIR035C	ORF based on ref genome	
4694-YIR036C	YIR036C	ORF based on ref genome	
4695-YIR036W-A	YIR036W-A	ORF based on ref genome	
4696-YIR037W	YIR037W	ORF based on ref genome	
4697-YIR038C	YIR038C	ORF based on ref genome	
4698-YIR039C	YIR039C	ORF based on ref genome	
4699-YIR042C	YIR042C	ORF based on ref genome	
4700-YIR043C	YIR043C	ORF based on ref genome	
4701-YJL001W	YJL001W	ORF based on ref genome	
4702-YJL002C	YJL002C	ORF based on ref genome	
4703-YJL003W	YJL003W	ORF based on ref genome	
4704-YJL004C	YJL004C	ORF based on ref genome	
4705-YJL005W	YJL005W	ORF based on ref genome	
4706-YJL006C	YJL006C	ORF based on ref genome	
4707-YJL007C	YJL007C	ORF based on ref genome	
4708-YJL008C	YJL008C	ORF based on ref genome	
4709-YJL009W	YJL009W	ORF based on ref genome	
4710-YJL010C	YJL010C	ORF based on ref genome	
4711-YJL011C	YJL011C	ORF based on ref genome	
4712-YJL012C	YJL012C	ORF based on ref genome	
4713-YJL013C	YJL013C	ORF based on ref genome	
4714-YJL014W	YJL014W	ORF based on ref genome	
4715-YJL015C	YJL015C	ORF based on ref genome	
4716-YJL016W	YJL016W	ORF based on ref genome	
4717-YJL019W	YJL019W	ORF based on ref genome	
4718-YJL020C_NumOfGenes_2	YJL020C	ORF based on ref genome	
4719-YJL023C_NumOfGenes_3	YJL023C	ORF based on ref genome	
4720-YJL024C	YJL024C	ORF based on ref genome	
4721-YJL025W	YJL025W	ORF based on ref genome	
4722-YJL026W_NumOfGenes_2	YJL026W	ORF based on ref genome	
4723-YJL027C	YJL027C	ORF based on ref genome	
4724-YJL028W	YJL028W	ORF based on ref genome	
4725-YJL029C	YJL029C	ORF based on ref genome	
4726-YJL030W	YJL030W	ORF based on ref genome	
4727-YJL031C_NumOfGenes_2	YJL031C	ORF based on ref genome	
4728-YJL033W	YJL033W	ORF based on ref genome	
4729-YJL034W	YJL034W	ORF based on ref genome	
4730-YJL035C	YJL035C	ORF based on ref genome	
4731-YJL036W	YJL036W	ORF based on ref genome	
4732-YJL037W	YJL037W	ORF based on ref genome	
4733-YJL038C	YJL038C	ORF based on ref genome	
4734-YJL039C	YJL039C	ORF based on ref genome	
4735-YJL041W	YJL041W	ORF based on ref genome	
4736-YJL042W	YJL042W	ORF based on ref genome	
4737-YJL043W	YJL043W	ORF based on ref genome	
4738-YJL044C	YJL044C	ORF based on ref genome	
4739-YJL045W	YJL045W	ORF based on ref genome	
4740-YJL046W	YJL046W	ORF based on ref genome	
4741-YJL047C	YJL047C	ORF based on ref genome	
4742-YJL047C-A	YJL047C-A	ORF based on ref genome	
4743-YJL048C	YJL048C	ORF based on ref genome	
4744-YJL049W	YJL049W	ORF based on ref genome	
4745-YJL050W	YJL050W	ORF based on ref genome	
4746-YJL051W	YJL051W	ORF based on ref genome	
4747-YJL052C-A	YJL052C-A	ORF based on ref genome	
4748-YJL052W	YJL052W	ORF based on ref genome	
4749-YJL053W	YJL053W	ORF based on ref genome	
4750-YJL054W	YJL054W	ORF based on ref genome	
4751-YJL055W	YJL055W	ORF based on ref genome	
4752-YJL056C	YJL056C	ORF based on ref genome	
4753-YJL057C	YJL057C	ORF based on ref genome	
4754-YJL058C	YJL058C	ORF based on ref genome	
4755-YJL059W	YJL059W	ORF based on ref genome	
4756-YJL060W	YJL060W	ORF based on ref genome	
4757-YJL061W	YJL061W	ORF based on ref genome	
4758-YJL062W	YJL062W	ORF based on ref genome	
4759-YJL062W-A	YJL062W-A	ORF based on ref genome	
4760-YJL063C	YJL063C	ORF based on ref genome	
4761-YJL065C_NumOfGenes_2	YJL065C	ORF based on ref genome	
4762-YJL066C_NumOfGenes_2	YJL066C	ORF based on ref genome	
4763-YJL068C	YJL068C	ORF based on ref genome	
4764-YJL069C	YJL069C	ORF based on ref genome	
4765-YJL070C	YJL070C	ORF based on ref genome	
4766-YJL071W	YJL071W	ORF based on ref genome	
4767-YJL072C	YJL072C	ORF based on ref genome	
4768-YJL073W	YJL073W	ORF based on ref genome	
4769-YJL074C	YJL074C	ORF based on ref genome	
4770-YJL076W_NumOfGenes_2	YJL076W	ORF based on ref genome	
4771-YJL077W-A_NumOfGenes_2	YJL077W-A	ORF based on ref genome	
4772-YJL077W-B	YJL077W-B	ORF based on ref genome	
4773-YJL078C	YJL078C	ORF based on ref genome	
4774-YJL079C	YJL079C	ORF based on ref genome	
4775-YJL080C	YJL080C	ORF based on ref genome	
4776-YJL081C	YJL081C	ORF based on ref genome	
4777-YJL082W	YJL082W	ORF based on ref genome	
4778-YJL083W	YJL083W	ORF based on ref genome	
4779-YJL084C	YJL084C	ORF based on ref genome	
4780-YJL085W	YJL085W	ORF based on ref genome	
4781-YJL086C	YJL086C	ORF based on ref genome	
4782-YJL087C	YJL087C	ORF based on ref genome	
4783-YJL088W	YJL088W	ORF based on ref genome	
4784-YJL089W	YJL089W	ORF based on ref genome	
4785-YJL090C	YJL090C	ORF based on ref genome	
4786-YJL091C	YJL091C	ORF based on ref genome	
4787-YJL092W	YJL092W	ORF based on ref genome	
4788-YJL093C	YJL093C	ORF based on ref genome	
4789-YJL094C	YJL094C	ORF based on ref genome	
4790-YJL095W	YJL095W	ORF based on ref genome	
4791-YJL096W	YJL096W	ORF based on ref genome	
4792-YJL097W	YJL097W	ORF based on ref genome	
4793-YJL098W	YJL098W	ORF based on ref genome	
4794-YJL099W	YJL099W	ORF based on ref genome	
4795-YJL100W	YJL100W	ORF based on ref genome	
4796-YJL101C	YJL101C	ORF based on ref genome	
4797-YJL102W	YJL102W	ORF based on ref genome	
4798-YJL103C	YJL103C	ORF based on ref genome	
4799-YJL104W	YJL104W	ORF based on ref genome	
4800-YJL105W	YJL105W	ORF based on ref genome	
4801-YJL106W	YJL106W	ORF based on ref genome	
4802-YJL107C	YJL107C	ORF based on ref genome	
4803-YJL108C	YJL108C	ORF based on ref genome	
4804-YJL109C	YJL109C	ORF based on ref genome	
4805-YJL110C	YJL110C	ORF based on ref genome	
4806-YJL111W	YJL111W	ORF based on ref genome	
4807-YJL112W	YJL112W	ORF based on ref genome	
4808-YJL115W	YJL115W	ORF based on ref genome	
4809-YJL116C	YJL116C	ORF based on ref genome	
4810-YJL117W	YJL117W	ORF based on ref genome	
4811-YJL118W_NumOfGenes_2	YJL118W	ORF based on ref genome	
4812-YJL120W	YJL120W	ORF based on ref genome	
4813-YJL121C	YJL121C	ORF based on ref genome	
4814-YJL122W	YJL122W	ORF based on ref genome	
4815-YJL123C	YJL123C	ORF based on ref genome	
4816-YJL124C	YJL124C	ORF based on ref genome	
4817-YJL125C	YJL125C	ORF based on ref genome	
4818-YJL126W	YJL126W	ORF based on ref genome	
4819-YJL127C	YJL127C	ORF based on ref genome	
4820-YJL127C-B	YJL127C-B	ORF based on ref genome	
4821-YJL127W-A	YJL127W-A	ORF based on ref genome	
4822-YJL128C	YJL128C	ORF based on ref genome	
4823-YJL129C	YJL129C	ORF based on ref genome	
4824-YJL130C	YJL130C	ORF based on ref genome	
4825-YJL131C	YJL131C	ORF based on ref genome	
4826-YJL132W	YJL132W	ORF based on ref genome	
4827-YJL133C-A	YJL133C-A	ORF based on ref genome	
4828-YJL133W	YJL133W	ORF based on ref genome	
4829-YJL134W	YJL134W	ORF based on ref genome	
4830-YJL135W	YJL135W	ORF based on ref genome	
4831-YJL136C	YJL136C	ORF based on ref genome	
4832-YJL136W-A	YJL136W-A	ORF based on ref genome	
4833-YJL137C	YJL137C	ORF based on ref genome	
4834-YJL139C	YJL139C	ORF based on ref genome	
4835-YJL140W	YJL140W	ORF based on ref genome	
4836-YJL141C	YJL141C	ORF based on ref genome	
4837-YJL142C	YJL142C	ORF based on ref genome	
4838-YJL143W	YJL143W	ORF based on ref genome	
4839-YJL144W	YJL144W	ORF based on ref genome	
4840-YJL145W	YJL145W	ORF based on ref genome	
4841-YJL146W	YJL146W	ORF based on ref genome	
4842-YJL147C	YJL147C	ORF based on ref genome	
4843-YJL148W	YJL148W	ORF based on ref genome	
4844-YJL149W	YJL149W	ORF based on ref genome	
4845-YJL150W	YJL150W	ORF based on ref genome	
4846-YJL151C	YJL151C	ORF based on ref genome	
4847-YJL152W	YJL152W	ORF based on ref genome	
4848-YJL153C	YJL153C	ORF based on ref genome	
4849-YJL154C	YJL154C	ORF based on ref genome	
4850-YJL155C	YJL155C	ORF based on ref genome	
4851-YJL156C	YJL156C	ORF based on ref genome	
4852-YJL156W-A	YJL156W-A	ORF based on ref genome	
4853-YJL157C	YJL157C	ORF based on ref genome	
4854-YJL158C	YJL158C	ORF based on ref genome	
4855-YJL159W_NumOfGenes_2	YJL159W	ORF based on ref genome	
4856-YJL160C	YJL160C	ORF based on ref genome	
4857-YJL161W	YJL161W	ORF based on ref genome	
4858-YJL162C	YJL162C	ORF based on ref genome	
4859-YJL163C	YJL163C	ORF based on ref genome	
4860-YJL164C	YJL164C	ORF based on ref genome	
4861-YJL165C	YJL165C	ORF based on ref genome	
4862-YJL166W	YJL166W	ORF based on ref genome	
4863-YJL167W	YJL167W	ORF based on ref genome	
4864-YJL168C	YJL168C	ORF based on ref genome	
4865-YJL169W	YJL169W	ORF based on ref genome	
4866-YJL170C	YJL170C	ORF based on ref genome	
4867-YJL171C	YJL171C	ORF based on ref genome	
4868-YJL172W	YJL172W	ORF based on ref genome	
4869-YJL173C	YJL173C	ORF based on ref genome	
4870-YJL174W	YJL174W	ORF based on ref genome	
4871-YJL176C_NumOfGenes_2	YJL176C	ORF based on ref genome	
4872-YJL177W	YJL177W	ORF based on ref genome	
4873-YJL178C	YJL178C	ORF based on ref genome	
4874-YJL179W	YJL179W	ORF based on ref genome	
4875-YJL180C	YJL180C	ORF based on ref genome	
4876-YJL181W	YJL181W	ORF based on ref genome	
4877-YJL182C	YJL182C	ORF based on ref genome	
4878-YJL183W	YJL183W	ORF based on ref genome	
4879-YJL184W	YJL184W	ORF based on ref genome	
4880-YJL185C	YJL185C	ORF based on ref genome	
4881-YJL186W	YJL186W	ORF based on ref genome	
4882-YJL187C	YJL187C	ORF based on ref genome	
4883-YJL189W_NumOfGenes_2	YJL189W	ORF based on ref genome	
4884-YJL190C	YJL190C	ORF based on ref genome	
4885-YJL191W	YJL191W	ORF based on ref genome	
4886-YJL192C	YJL192C	ORF based on ref genome	
4887-YJL193W	YJL193W	ORF based on ref genome	
4888-YJL194W_NumOfGenes_2	YJL194W	ORF based on ref genome	
4889-YJL196C	YJL196C	ORF based on ref genome	
4890-YJL197W_NumOfGenes_2	YJL197W	ORF based on ref genome	
4891-YJL198W	YJL198W	ORF based on ref genome	
4892-YJL199C	YJL199C	ORF based on ref genome	
4893-YJL200C	YJL200C	ORF based on ref genome	
4894-YJL201W	YJL201W	ORF based on ref genome	
4895-YJL202C	YJL202C	ORF based on ref genome	
4896-YJL203W	YJL203W	ORF based on ref genome	
4897-YJL204C	YJL204C	ORF based on ref genome	
4898-YJL205C	YJL205C	ORF based on ref genome	
4899-YJL206C	YJL206C	ORF based on ref genome	
4900-YJL207C	YJL207C	ORF based on ref genome	
4901-YJL208C	YJL208C	ORF based on ref genome	
4902-YJL209W	YJL209W	ORF based on ref genome	
4903-YJL210W	YJL210W	ORF based on ref genome	
4904-YJL211C	YJL211C	ORF based on ref genome	
4905-YJL212C	YJL212C	ORF based on ref genome	
4906-YJL213W_NumOfGenes_2	YJL213W	ORF based on ref genome	
4907-YJL214W_NumOfGenes_3	YJL214W	ORF based on ref genome	
4908-YJL215C_NumOfGenes_2	YJL215C	ORF based on ref genome	
4909-YJL216C	YJL216C	ORF based on ref genome	
4910-YJL217W	YJL217W	ORF based on ref genome	
4911-YJL218W_NumOfGenes_2	YJL218W	ORF based on ref genome	
4912-YJL222W_NumOfGenes_5	YJL222W	ORF based on ref genome	
4913-YJL222W-B_NumOfGenes_2	YJL222W-B	ORF based on ref genome	
4914-YJR001W	YJR001W	ORF based on ref genome	
4915-YJR002W	YJR002W	ORF based on ref genome	
4916-YJR003C	YJR003C	ORF based on ref genome	
4917-YJR004C	YJR004C	ORF based on ref genome	
4918-YJR005C-A	YJR005C-A	ORF based on ref genome	
4919-YJR005W	YJR005W	ORF based on ref genome	
4920-YJR006W	YJR006W	ORF based on ref genome	
4921-YJR007W	YJR007W	ORF based on ref genome	
4922-YJR008W	YJR008W	ORF based on ref genome	
4923-YJR010C-A	YJR010C-A	ORF based on ref genome	
4924-YJR010W	YJR010W	ORF based on ref genome	
4925-YJR011C	YJR011C	ORF based on ref genome	
4926-YJR012C	YJR012C	ORF based on ref genome	
4927-YJR013W	YJR013W	ORF based on ref genome	
4928-YJR014W	YJR014W	ORF based on ref genome	
4929-YJR015W	YJR015W	ORF based on ref genome	
4930-YJR016C	YJR016C	ORF based on ref genome	
4931-YJR017C	YJR017C	ORF based on ref genome	
4932-YJR018W	YJR018W	ORF based on ref genome	
4933-YJR019C_NumOfGenes_2	YJR019C	ORF based on ref genome	
4934-YJR021C	YJR021C	ORF based on ref genome	
4935-YJR022W_NumOfGenes_2	YJR022W	ORF based on ref genome	
4936-YJR024C	YJR024C	ORF based on ref genome	
4937-YJR025C	YJR025C	ORF based on ref genome	
4938-YJR030C	YJR030C	ORF based on ref genome	
4939-YJR031C	YJR031C	ORF based on ref genome	
4940-YJR032W	YJR032W	ORF based on ref genome	
4941-YJR033C	YJR033C	ORF based on ref genome	
4942-YJR034W	YJR034W	ORF based on ref genome	
4943-YJR035W	YJR035W	ORF based on ref genome	
4944-YJR036C_NumOfGenes_2	YJR036C	ORF based on ref genome	
4945-YJR038C	YJR038C	ORF based on ref genome	
4946-YJR039W	YJR039W	ORF based on ref genome	
4947-YJR040W	YJR040W	ORF based on ref genome	
4948-YJR041C	YJR041C	ORF based on ref genome	
4949-YJR042W	YJR042W	ORF based on ref genome	
4950-YJR043C	YJR043C	ORF based on ref genome	
4951-YJR044C	YJR044C	ORF based on ref genome	
4952-YJR045C	YJR045C	ORF based on ref genome	
4953-YJR046W	YJR046W	ORF based on ref genome	
4954-YJR047C	YJR047C	ORF based on ref genome	
4955-YJR048W	YJR048W	ORF based on ref genome	
4956-YJR049C	YJR049C	ORF based on ref genome	
4957-YJR050W	YJR050W	ORF based on ref genome	
4958-YJR051W	YJR051W	ORF based on ref genome	
4959-YJR052W	YJR052W	ORF based on ref genome	
4960-YJR053W	YJR053W	ORF based on ref genome	
4961-YJR054W	YJR054W	ORF based on ref genome	
4962-YJR055W	YJR055W	ORF based on ref genome	
4963-YJR056C	YJR056C	ORF based on ref genome	
4964-YJR057W	YJR057W	ORF based on ref genome	
4965-YJR058C	YJR058C	ORF based on ref genome	
4966-YJR059W	YJR059W	ORF based on ref genome	
4967-YJR060W	YJR060W	ORF based on ref genome	
4968-YJR061W	YJR061W	ORF based on ref genome	
4969-YJR062C	YJR062C	ORF based on ref genome	
4970-YJR063W_NumOfGenes_2	YJR063W	ORF based on ref genome	
4971-YJR064W	YJR064W	ORF based on ref genome	
4972-YJR065C_NumOfGenes_2	YJR065C	ORF based on ref genome	
4973-YJR066W	YJR066W	ORF based on ref genome	
4974-YJR067C	YJR067C	ORF based on ref genome	
4975-YJR068W	YJR068W	ORF based on ref genome	
4976-YJR069C	YJR069C	ORF based on ref genome	
4977-YJR070C	YJR070C	ORF based on ref genome	
4978-YJR071W	YJR071W	ORF based on ref genome	
4979-YJR072C	YJR072C	ORF based on ref genome	
4980-YJR073C	YJR073C	ORF based on ref genome	
4981-YJR074W	YJR074W	ORF based on ref genome	
4982-YJR075W	YJR075W	ORF based on ref genome	
4983-YJR076C	YJR076C	ORF based on ref genome	
4984-YJR077C	YJR077C	ORF based on ref genome	
4985-YJR078W	YJR078W	ORF based on ref genome	
4986-YJR079W_NumOfGenes_2	YJR079W	ORF based on ref genome	
4987-YJR082C	YJR082C	ORF based on ref genome	
4988-YJR083C	YJR083C	ORF based on ref genome	
4989-YJR084W	YJR084W	ORF based on ref genome	
4990-YJR085C	YJR085C	ORF based on ref genome	
4991-YJR086W	YJR086W	ORF based on ref genome	
4992-YJR087W	YJR087W	ORF based on ref genome	
4993-YJR088C	YJR088C	ORF based on ref genome	
4994-YJR089W	YJR089W	ORF based on ref genome	
4995-YJR090C	YJR090C	ORF based on ref genome	
4996-YJR091C	YJR091C	ORF based on ref genome	
4997-YJR092W	YJR092W	ORF based on ref genome	
4998-YJR093C	YJR093C	ORF based on ref genome	
4999-YJR094C	YJR094C	ORF based on ref genome	
5000-YJR094W-A	YJR094W-A	ORF based on ref genome	
5001-YJR095W	YJR095W	ORF based on ref genome	
5002-YJR096W	YJR096W	ORF based on ref genome	
5003-YJR097W	YJR097W	ORF based on ref genome	
5004-YJR098C	YJR098C	ORF based on ref genome	
5005-YJR099W	YJR099W	ORF based on ref genome	
5006-YJR100C	YJR100C	ORF based on ref genome	
5007-YJR101W	YJR101W	ORF based on ref genome	
5008-YJR102C	YJR102C	ORF based on ref genome	
5009-YJR103W	YJR103W	ORF based on ref genome	
5010-YJR104C	YJR104C	ORF based on ref genome	
5011-YJR105W	YJR105W	ORF based on ref genome	
5012-YJR106W	YJR106W	ORF based on ref genome	
5013-YJR107W	YJR107W	ORF based on ref genome	
5014-YJR108W	YJR108W	ORF based on ref genome	
5015-YJR109C	YJR109C	ORF based on ref genome	
5016-YJR110W	YJR110W	ORF based on ref genome	
5017-YJR111C	YJR111C	ORF based on ref genome	
5018-YJR112W	YJR112W	ORF based on ref genome	
5019-YJR112W-A	YJR112W-A	ORF based on ref genome	
5020-YJR113C_NumOfGenes_2	YJR113C	ORF based on ref genome	
5021-YJR115W	YJR115W	ORF based on ref genome	
5022-YJR116W	YJR116W	ORF based on ref genome	
5023-YJR117W	YJR117W	ORF based on ref genome	
5024-YJR118C	YJR118C	ORF based on ref genome	
5025-YJR119C	YJR119C	ORF based on ref genome	
5026-YJR120W	YJR120W	ORF based on ref genome	
5027-YJR121W	YJR121W	ORF based on ref genome	
5028-YJR122W	YJR122W	ORF based on ref genome	
5029-YJR123W	YJR123W	ORF based on ref genome	
5030-YJR124C	YJR124C	ORF based on ref genome	
5031-YJR125C	YJR125C	ORF based on ref genome	
5032-YJR126C	YJR126C	ORF based on ref genome	
5033-YJR127C	YJR127C	ORF based on ref genome	
5034-YJR128W	YJR128W	ORF based on ref genome	
5035-YJR129C	YJR129C	ORF based on ref genome	
5036-YJR130C	YJR130C	ORF based on ref genome	
5037-YJR131W	YJR131W	ORF based on ref genome	
5038-YJR132W	YJR132W	ORF based on ref genome	
5039-YJR133W	YJR133W	ORF based on ref genome	
5040-YJR134C	YJR134C	ORF based on ref genome	
5041-YJR135C	YJR135C	ORF based on ref genome	
5042-YJR135W-A	YJR135W-A	ORF based on ref genome	
5043-YJR136C	YJR136C	ORF based on ref genome	
5044-YJR137C	YJR137C	ORF based on ref genome	
5045-YJR138W	YJR138W	ORF based on ref genome	
5046-YJR139C	YJR139C	ORF based on ref genome	
5047-YJR140C_NumOfGenes_2	YJR140C	ORF based on ref genome	
5048-YJR141W	YJR141W	ORF based on ref genome	
5049-YJR142W	YJR142W	ORF based on ref genome	
5050-YJR143C	YJR143C	ORF based on ref genome	
5051-YJR144W	YJR144W	ORF based on ref genome	
5052-YJR145C_NumOfGenes_2	YJR145C	ORF based on ref genome	
5053-YJR146W	YJR146W	ORF based on ref genome	
5054-YJR147W	YJR147W	ORF based on ref genome	
5055-YJR148W	YJR148W	ORF based on ref genome	
5056-YJR149W	YJR149W	ORF based on ref genome	
5057-YJR150C	YJR150C	ORF based on ref genome	
5058-YJR151C_NumOfGenes_2	YJR151C	ORF based on ref genome	
5059-YJR151W-A	YJR151W-A	ORF based on ref genome	
5060-YJR152W	YJR152W	ORF based on ref genome	
5061-YJR153W_NumOfGenes_2	YJR153W	ORF based on ref genome	
5062-YJR154W_NumOfGenes_2	YJR154W	ORF based on ref genome	
5063-YJR155W_NumOfGenes_2	YJR155W	ORF based on ref genome	
5064-YJR157W	YJR157W	ORF based on ref genome	
5065-YJR158W_NumOfGenes_2	YJR158W	ORF based on ref genome	
5066-YJR159W_NumOfGenes_2	YJR159W	ORF based on ref genome	
5067-YKL001C	YKL001C	ORF based on ref genome	
5068-YKL002W	YKL002W	ORF based on ref genome	
5069-YKL003C	YKL003C	ORF based on ref genome	
5070-YKL004W	YKL004W	ORF based on ref genome	
5071-YKL005C	YKL005C	ORF based on ref genome	
5072-YKL006C-A	YKL006C-A	ORF based on ref genome	
5073-YKL006W	YKL006W	ORF based on ref genome	
5074-YKL007W	YKL007W	ORF based on ref genome	
5075-YKL008C_NumOfGenes_2	YKL008C	ORF based on ref genome	
5076-YKL009W	YKL009W	ORF based on ref genome	
5077-YKL010C	YKL010C	ORF based on ref genome	
5078-YKL011C	YKL011C	ORF based on ref genome	
5079-YKL012W	YKL012W	ORF based on ref genome	
5080-YKL013C	YKL013C	ORF based on ref genome	
5081-YKL014C	YKL014C	ORF based on ref genome	
5082-YKL015W	YKL015W	ORF based on ref genome	
5083-YKL016C	YKL016C	ORF based on ref genome	
5084-YKL017C	YKL017C	ORF based on ref genome	
5085-YKL018C-A	YKL018C-A	ORF based on ref genome	
5086-YKL018W	YKL018W	ORF based on ref genome	
5087-YKL019W	YKL019W	ORF based on ref genome	
5088-YKL020C	YKL020C	ORF based on ref genome	
5089-YKL021C	YKL021C	ORF based on ref genome	
5090-YKL022C	YKL022C	ORF based on ref genome	
5091-YKL023C-A	YKL023C-A	ORF based on ref genome	
5092-YKL023W	YKL023W	ORF based on ref genome	
5093-YKL024C	YKL024C	ORF based on ref genome	
5094-YKL025C	YKL025C	ORF based on ref genome	
5095-YKL026C	YKL026C	ORF based on ref genome	
5096-YKL027W	YKL027W	ORF based on ref genome	
5097-YKL028W	YKL028W	ORF based on ref genome	
5098-YKL029C	YKL029C	ORF based on ref genome	
5099-YKL030W	YKL030W	ORF based on ref genome	
5100-YKL031W	YKL031W	ORF based on ref genome	
5101-YKL032C	YKL032C	ORF based on ref genome	
5102-YKL033W	YKL033W	ORF based on ref genome	
5103-YKL033W-A	YKL033W-A	ORF based on ref genome	
5104-YKL034W	YKL034W	ORF based on ref genome	
5105-YKL035W	YKL035W	ORF based on ref genome	
5106-YKL036C	YKL036C	ORF based on ref genome	
5107-YKL037W	YKL037W	ORF based on ref genome	
5108-YKL038W	YKL038W	ORF based on ref genome	
5109-YKL039W	YKL039W	ORF based on ref genome	
5110-YKL040C	YKL040C	ORF based on ref genome	
5111-YKL041W	YKL041W	ORF based on ref genome	
